row_id,N,p,q,r,s,h_pq,h_rq,h_ps,h_rs_square,h_rs_or_sqrt_factor,fourth_norm,defect,primitive,canonical_key,duplicate_of,x,y,yc,v3_x,v3_yc,mcc_live,A,B,C,D,delta,A_in_S,B_in_S,C_in_S,D_in_S,love_relation_ok,notes
98,454140,406617,11620,47523,442520,406783,48923,600967,False,29*sqrt(235531969),29*sqrt(235531969)/454140,235531969,True,454140:11620:47523,,135539/151380,581/22707,-21545/45414,-2,-3,True,140/4899,19240/17679,6789/1660,47523/442520,22707/581,True,True,True,False,True,THREE_DISTANCE_SEED
99,11997,4704,11900,7293,97,12796,13957,4705,False,1*sqrt(53197258),1*sqrt(53197258)/11997,53197258,True,11997:97:4704,54,1568/3999,11900/11997,11803/23994,-1,-2,True,425/168,97/4704,429/700,7293/97,11997/11900,True,True,True,False,True,THREE_DISTANCE_SEED
100,20415,18400,11928,2015,8487,21928,12097,20263,False,1*sqrt(76089394),1*sqrt(76089394)/20415,76089394,True,20415:2015:8487,,3680/4083,3976/6805,1147/13610,-1,0,True,1491/2300,369/800,2015/11928,2015/8487,6805/3976,True,True,True,False,True,THREE_DISTANCE_SEED
101,60401,23400,12480,37001,47921,26520,39049,53329,False,17*sqrt(12683378),17*sqrt(12683378)/60401,12683378,True,60401:12480:23400,,23400/60401,12480/60401,-35441/120802,2,0,False,8/15,47921/23400,37001/12480,37001/47921,60401/12480,True,True,True,False,True,THREE_DISTANCE_SEED
102,21125,7524,12768,13601,8357,14820,18655,11245,False,65*sqrt(60314),65*sqrt(60314)/21125,60314,True,21125:7524:8357,72,7524/21125,12768/21125,4411/42250,2,0,False,56/33,8357/7524,1943/1824,13601/8357,21125/12768,True,True,True,False,True,THREE_DISTANCE_SEED
103,190515,180960,13244,9555,177271,181444,16331,253321,False,1*sqrt(31516305466),1*sqrt(31516305466)/190515,31516305466,True,190515:9555:13244,,928/977,13244/190515,-164027/381030,0,-1,True,3311/45240,177271/180960,1365/1892,9555/177271,190515/13244,True,True,True,False,True,THREE_DISTANCE_SEED
104,22472,14805,13260,7667,9212,19875,15317,17437,False,53*sqrt(51137),53*sqrt(51137)/22472,51137,True,22472:7667:9212,,14805/22472,3315/5618,253/2809,2,0,False,884/987,28/45,451/780,7667/9212,5618/3315,True,True,True,False,True,THREE_DISTANCE_SEED
105,283920,277332,14155,6588,269765,277693,15613,386893,False,13*sqrt(430867201),13*sqrt(430867201)/283920,430867201,True,283920:6588:14155,,23111/23660,2831/56784,-25561/56784,0,-1,True,14155/277332,269765/277332,6588/14155,6588/269765,56784/2831,True,True,True,False,True,THREE_DISTANCE_SEED
106,22472,13260,14805,9212,7667,19875,17437,15317,False,53*sqrt(51137),53*sqrt(51137)/22472,51137,True,22472:7667:9212,104,3315/5618,14805/22472,3569/22472,1,0,False,987/884,451/780,28/45,9212/7667,22472/14805,True,True,True,False,True,THREE_DISTANCE_SEED
107,57555,47600,14868,9955,42687,49868,17893,63937,False,1*sqrt(1921281994),1*sqrt(1921281994)/57555,1921281994,True,57555:9955:14868,,9520/11511,1652/6395,-3091/12790,-2,0,True,531/1700,2511/2800,9955/14868,9955/42687,6395/1652,True,True,True,False,True,THREE_DISTANCE_SEED
108,77500,53064,15477,24436,62023,55275,28925,81625,False,25*sqrt(7110353),25*sqrt(7110353)/77500,7110353,True,77500:15477:24436,,13266/19375,15477/77500,-23273/77500,2,0,False,7/24,62023/53064,24436/15477,24436/62023,77500/15477,True,True,True,False,True,THREE_DISTANCE_SEED
109,30303,26784,15640,3519,14663,31016,16031,30535,False,1*sqrt(227386930),1*sqrt(227386930)/30303,227386930,True,30303:3519:14663,,2976/3367,15640/30303,977/60606,1,-2,True,1955/3348,473/864,9/40,3519/14663,30303/15640,True,True,True,False,True,THREE_DISTANCE_SEED
110,282348,259675,15960,22673,266388,260165,27727,372013,False,79*sqrt(11452753),79*sqrt(11452753)/282348,11452753,True,282348:15960:22673,,259675/282348,1330/23529,-20869/47058,-2,-1,True,3192/51935,266388/259675,3239/2280,287/3372,23529/1330,True,True,True,False,True,THREE_DISTANCE_SEED
111,81795,2560,16284,79235,65511,16484,80891,65561,False,1*sqrt(10569876346),1*sqrt(10569876346)/81795,10569876346,True,81795:2560:16284,37,512/16359,5428/27265,-16409/54530,-1,0,True,4071/640,65511/2560,3445/708,79235/65511,27265/5428,True,True,True,False,True,THREE_DISTANCE_SEED
112,26588,8856,16605,17732,9983,18819,24293,13345,False,17*sqrt(1432817),17*sqrt(1432817)/26588,1432817,True,26588:8856:9983,85,2214/6647,16605/26588,3311/26588,3,0,False,15/8,9983/8856,17732/16605,17732/9983,26588/16605,True,True,True,False,True,THREE_DISTANCE_SEED
113,63705,29920,16632,33785,47073,34232,37657,55777,False,1*sqrt(3357293554),1*sqrt(3357293554)/63705,3357293554,True,63705:16632:29920,,5984/12741,5544/21235,-10147/42470,-1,0,True,189/340,2769/1760,33785/16632,33785/47073,21235/5544,True,True,True,False,True,THREE_DISTANCE_SEED
114,21125,4416,17388,16709,3737,17940,24115,5785,False,65*sqrt(69386),65*sqrt(69386)/21125,69386,True,21125:3737:4416,51,4416/21125,17388/21125,13651/42250,1,0,False,63/16,3737/4416,2387/2484,16709/3737,21125/17388,True,True,True,False,True,THREE_DISTANCE_SEED
115,27189,17732,17424,9457,9765,24860,19825,20243,False,7*sqrt(3771226),7*sqrt(3771226)/27189,3771226,True,27189:9457:9765,,17732/27189,1936/3021,851/6042,-3,-1,True,396/403,315/572,9457/17424,1351/1395,3021/1936,True,True,True,False,True,THREE_DISTANCE_SEED
116,27189,17424,17732,9765,9457,24860,20243,19825,False,7*sqrt(3771226),7*sqrt(3771226)/27189,3771226,True,27189:9457:9765,115,1936/3021,17732/27189,8275/54378,-1,-3,True,403/396,9457/17424,315/572,1395/1351,27189/17732,True,True,True,False,True,THREE_DISTANCE_SEED
117,20415,11928,18400,8487,2015,21928,20263,12097,False,1*sqrt(76089394),1*sqrt(76089394)/20415,76089394,True,20415:2015:8487,100,3976/6805,3680/4083,3277/8166,0,-1,True,2300/1491,2015/11928,369/800,8487/2015,4083/3680,True,True,True,False,True,THREE_DISTANCE_SEED
118,39988,7245,19176,32743,20812,20499,37945,22037,False,1*sqrt(1505243393),1*sqrt(1505243393)/39988,1505243393,True,39988:7245:19176,70,7245/39988,4794/9997,-409/19994,2,0,False,6392/2415,20812/7245,32743/19176,32743/20812,9997/4794,True,True,True,False,True,THREE_DISTANCE_SEED
119,301752,39721,19680,262031,282072,44329,262769,284855,False,203*sqrt(3596905),203*sqrt(3596905)/301752,3596905,True,301752:19680:39721,,3611/27432,820/12573,-10933/25146,-3,-2,True,19680/39721,12264/1727,6391/480,37433/40296,12573/820,True,True,True,False,True,THREE_DISTANCE_SEED
120,20625,1704,20128,18921,497,20200,27625,1775,False,175*sqrt(11698),175*sqrt(11698)/20625,11698,True,20625:497:1704,34,568/6875,20128/20625,19631/41250,0,-1,True,2516/213,7/24,1113/1184,2703/71,20625/20128,True,True,True,False,True,THREE_DISTANCE_SEED
121,103309,88044,20592,15265,82717,90420,25633,120805,False,1*sqrt(7075122314),1*sqrt(7075122314)/103309,7075122314,True,103309:15265:20592,,88044/103309,20592/103309,-62125/206618,1,0,False,156/667,82717/88044,15265/20592,15265/82717,103309/20592,True,True,True,False,True,THREE_DISTANCE_SEED
122,129000,99061,21252,29939,107748,101315,36715,146365,False,5*sqrt(500239009),5*sqrt(500239009)/129000,500239009,True,129000:21252:29939,,99061/129000,1771/10750,-1802/5375,-1,0,True,924/4307,1476/1357,4277/3036,29939/107748,10750/1771,True,True,True,False,True,THREE_DISTANCE_SEED
123,23069,4560,21420,18509,1649,21900,28309,4849,False,1*sqrt(345302282),1*sqrt(345302282)/23069,345302282,True,23069:1649:4560,52,4560/23069,1260/1357,1163/2714,1,0,False,357/76,1649/4560,18509/21420,18509/1649,1357/1260,True,True,True,False,True,THREE_DISTANCE_SEED
124,110109,65520,21700,44589,88409,69020,49589,110041,False,17*sqrt(33925018),17*sqrt(33925018)/110109,33925018,True,110109:21700:44589,,21840/36703,21700/110109,-66709/220218,1,-1,True,155/468,88409/65520,44589/21700,44589/88409,110109/21700,True,True,True,False,True,THREE_DISTANCE_SEED
125,31955,7956,21840,23999,10115,23244,32449,12869,False,1*sqrt(678265226),1*sqrt(678265226)/31955,678265226,True,31955:7956:10115,76,7956/31955,624/913,335/1826,2,0,False,140/51,595/468,23999/21840,23999/10115,913/624,True,True,True,False,True,THREE_DISTANCE_SEED
126,700848,457800,22345,243048,678503,458345,244073,818503,False,1*sqrt(519438651313),1*sqrt(519438651313)/700848,519438651313,True,700848:22345:243048,,19075/29202,22345/700848,-328079/700848,-1,-2,True,41/840,96929/65400,5928/545,243048/678503,700848/22345,True,True,True,False,True,THREE_DISTANCE_SEED
127,844056,350103,22496,493953,821560,350825,494465,893047,False,1*sqrt(918950399809),1*sqrt(918950399809)/844056,918950399809,True,844056:22496:350103,,116701/281352,148/5553,-5257/11106,-1,-2,True,22496/350103,17480/7449,493953/22496,493953/821560,5553/148,True,True,True,False,True,THREE_DISTANCE_SEED
128,60401,12480,23400,47921,37001,26520,53329,39049,False,17*sqrt(12683378),17*sqrt(12683378)/60401,12683378,True,60401:12480:23400,101,12480/60401,23400/60401,-13601/120802,1,0,False,15/8,37001/12480,47921/23400,47921/37001,60401/23400,True,True,True,False,True,THREE_DISTANCE_SEED
129,342839,287640,23520,55199,319319,288600,60001,429769,False,1*sqrt(105011553362),1*sqrt(105011553362)/342839,105011553362,True,342839:23520:55199,,16920/20167,3360/48977,-42257/97954,2,0,False,196/2397,319319/287640,55199/23520,55199/319319,48977/3360,True,True,True,False,True,THREE_DISTANCE_SEED
130,67811,24180,23760,43631,44051,33900,49681,50251,False,7*sqrt(78452138),7*sqrt(78452138)/67811,78452138,True,67811:23760:24180,,24180/67811,23760/67811,-20291/135622,1,0,False,396/403,1421/780,43631/23760,6233/6293,67811/23760,True,True,True,False,True,THREE_DISTANCE_SEED
131,67811,23760,24180,44051,43631,33900,50251,49681,False,7*sqrt(78452138),7*sqrt(78452138)/67811,78452138,True,67811:23760:24180,130,23760/67811,24180/67811,-19451/135622,3,0,False,403/396,43631/23760,1421/780,6293/6233,67811/24180,True,True,True,False,True,THREE_DISTANCE_SEED
132,28168,9009,24288,19159,3880,25905,30935,9809,False,1*sqrt(382121681),1*sqrt(382121681)/28168,382121681,True,28168:3880:9009,86,1287/4024,3036/3521,2551/7042,2,0,False,736/273,3880/9009,833/1056,19159/3880,3521/3036,True,True,True,False,True,THREE_DISTANCE_SEED
133,26180,3285,24528,22895,1652,24747,33553,3677,False,1*sqrt(526910129),1*sqrt(526910129)/26180,526910129,True,26180:1652:3285,43,657/5236,876/935,817/1870,2,0,False,112/15,1652/3285,22895/24528,22895/1652,935/876,True,True,True,False,True,THREE_DISTANCE_SEED
134,110523,54560,24684,55963,85839,59884,61165,101711,False,1*sqrt(10500191290),1*sqrt(10500191290)/110523,10500191290,True,110523:24684:54560,,54560/110523,8228/36841,-20385/73682,-1,3,True,561/1240,2769/1760,55963/24684,55963/85839,36841/8228,True,True,True,False,True,THREE_DISTANCE_SEED
135,574000,99603,24804,474397,549196,102645,475045,558155,False,5*sqrt(21066750401),5*sqrt(21066750401)/574000,21066750401,True,574000:24804:99603,,14229/82000,6201/143500,-65549/143500,3,0,False,2756/11067,17716/3213,474397/24804,474397/549196,143500/6201,True,True,True,False,True,THREE_DISTANCE_SEED
136,207831,117096,24928,90735,182903,119720,94097,217175,False,73*sqrt(7822546),73*sqrt(7822546)/207831,7822546,True,207831:24928:90735,,39032/69277,24928/207831,-157975/415662,0,-1,True,76/357,1537/984,90735/24928,90735/182903,207831/24928,True,True,True,False,True,THREE_DISTANCE_SEED
137,87419,44880,24948,42539,62471,51348,49315,76921,False,1*sqrt(5712192362),1*sqrt(5712192362)/87419,5712192362,True,87419:24948:42539,,44880/87419,24948/87419,-37523/174838,1,0,False,189/340,62471/44880,6077/3564,42539/62471,87419/24948,True,True,True,False,True,THREE_DISTANCE_SEED
138,139359,106720,24960,32639,114399,109600,41089,156449,False,1*sqrt(14152435522),1*sqrt(14152435522)/139359,14152435522,True,139359:24960:32639,,106720/139359,8320/46453,-29813/92906,-1,0,True,156/667,114399/106720,32639/24960,32639/114399,46453/8320,True,True,True,False,True,THREE_DISTANCE_SEED
139,40680,33488,25575,7192,15105,42137,26567,36737,False,1*sqrt(279885889),1*sqrt(279885889)/40680,279885889,True,40680:7192:15105,,4186/5085,1705/2712,349/2712,-2,-1,True,25575/33488,15105/33488,232/825,7192/15105,2712/1705,True,True,True,False,True,THREE_DISTANCE_SEED
140,353400,98175,25912,255225,327488,101537,256537,341887,False,1*sqrt(172388190769),1*sqrt(172388190769)/353400,172388190769,True,353400:25912:98175,,1309/4712,3239/44175,-37697/88350,0,-1,True,25912/98175,2752/825,6225/632,255225/327488,44175/3239,True,True,True,False,True,THREE_DISTANCE_SEED
141,30303,15640,26784,14663,3519,31016,30535,16031,False,1*sqrt(227386930),1*sqrt(227386930)/30303,227386930,True,30303:3519:14663,109,15640/30303,2976/3367,2585/6734,-2,0,True,3348/1955,9/40,473/864,14663/3519,3367/2976,True,True,True,False,True,THREE_DISTANCE_SEED
142,34500,10153,26796,24347,7704,28655,36205,12745,False,5*sqrt(26085121),5*sqrt(26085121)/34500,26085121,True,34500:7704:10153,92,10153/34500,2233/2875,1591/5750,-1,0,True,2436/923,7704/10153,24347/26796,24347/7704,2875/2233,True,True,True,False,True,THREE_DISTANCE_SEED
143,211665,98552,26880,113113,184785,102152,116263,209423,False,1*sqrt(46940046994),1*sqrt(46940046994)/211665,46940046994,True,211665:26880:98552,,98552/211665,1792/14111,-10527/28222,-1,1,True,3360/12319,15/8,16159/3840,113113/184785,14111/1792,True,True,True,False,True,THREE_DISTANCE_SEED
144,336700,60753,28404,275947,308296,67065,277405,314225,False,5*sqrt(6847726817),5*sqrt(6847726817)/336700,6847726817,True,336700:28404:60753,,8679/48100,7101/84175,-69973/168350,1,0,False,36/77,308296/60753,275947/28404,275947/308296,84175/7101,True,True,True,False,True,THREE_DISTANCE_SEED
145,105468,46920,29315,58548,76153,55325,65477,89447,False,7*sqrt(188309137),7*sqrt(188309137)/105468,188309137,True,105468:29315:46920,,230/517,2665/9588,-2129/9588,0,-1,True,5863/9384,3311/2040,1428/715,8364/10879,9588/2665,True,True,True,False,True,THREE_DISTANCE_SEED
146,63705,16632,29920,47073,33785,34232,55777,37657,False,1*sqrt(3357293554),1*sqrt(3357293554)/63705,3357293554,True,63705:16632:29920,113,5544/21235,5984/12741,-773/25482,2,-1,True,340/189,33785/16632,2769/1760,47073/33785,12741/5984,True,True,True,False,True,THREE_DISTANCE_SEED
147,673569,97888,30360,575681,643209,102488,576481,650615,False,1*sqrt(745126431442),1*sqrt(745126431442)/673569,745126431442,True,673569:30360:97888,,5152/35451,10120/224523,-204283/449046,-3,-2,True,165/532,91887/13984,575681/30360,575681/643209,224523/10120,True,True,True,False,True,THREE_DISTANCE_SEED
148,45976,37191,30888,8785,15088,48345,32113,40135,False,1*sqrt(304823969),1*sqrt(304823969)/45976,304823969,True,45976:8785:15088,,5313/6568,3861/5747,1975/11494,1,0,False,936/1127,656/1617,8785/30888,8785/15088,5747/3861,True,True,True,False,True,THREE_DISTANCE_SEED
149,171665,50400,30888,121265,140777,59112,125137,149527,False,1*sqrt(34523363954),1*sqrt(34523363954)/171665,34523363954,True,171665:30888:50400,,10080/34333,2376/13205,-8453/26410,2,0,False,429/700,20111/7200,121265/30888,121265/140777,13205/2376,True,True,True,False,True,THREE_DISTANCE_SEED
150,383268,355355,31416,27913,351852,356741,42025,500077,False,41*sqrt(74110033),41*sqrt(74110033)/383268,74110033,True,383268:27913:31416,,355355/383268,2618/31939,-26703/63878,-1,3,True,408/4615,351852/355355,27913/31416,27913/351852,31939/2618,True,True,True,False,True,THREE_DISTANCE_SEED
151,190200,53196,32147,137004,158053,62155,140725,166765,False,35*sqrt(35714977),35*sqrt(35714977)/190200,35714977,True,190200:32147:53196,,4433/15850,32147/190200,-62953/190200,0,-1,True,1037/1716,158053/53196,137004/32147,19572/22579,190200/32147,True,True,True,False,True,THREE_DISTANCE_SEED
152,466653,454480,32436,12173,434217,455636,34645,628567,False,7*sqrt(3850869082),7*sqrt(3850869082)/466653,3850869082,True,466653:12173:32436,,454480/466653,10812/155551,-133927/311102,-1,0,True,8109/113620,18879/19760,12173/32436,1739/62031,155551/10812,True,True,True,False,True,THREE_DISTANCE_SEED
153,75213,67744,32508,7469,42705,75140,33355,80081,False,1*sqrt(1879502986),1*sqrt(1879502986)/75213,1879502986,True,75213:7469:32508,,67744/75213,3612/8357,-1133/16714,-2,0,True,8127/16936,585/928,1067/4644,7469/42705,8357/3612,True,True,True,False,True,THREE_DISTANCE_SEED
154,468785,206640,32832,262145,435953,209232,264193,482447,False,1*sqrt(258775019234),1*sqrt(258775019234)/468785,258775019234,True,468785:32832:206640,,41328/93757,32832/468785,-403121/937570,2,0,False,228/1435,1519/720,262145/32832,262145/435953,468785/32832,True,True,True,False,True,THREE_DISTANCE_SEED
155,40680,25575,33488,15105,7192,42137,36737,26567,False,1*sqrt(279885889),1*sqrt(279885889)/40680,279885889,True,40680:7192:15105,139,1705/2712,4186/5085,3287/10170,-1,-2,True,33488/25575,232/825,15105/33488,15105/7192,5085/4186,True,True,True,False,True,THREE_DISTANCE_SEED
156,85709,74400,33660,11309,52049,81660,35509,90799,False,1*sqrt(2836991882),1*sqrt(2836991882)/85709,2836991882,True,85709:11309:33660,,74400/85709,33660/85709,-18389/171418,1,0,False,561/1240,1679/2400,11309/33660,11309/52049,85709/33660,True,True,True,False,True,THREE_DISTANCE_SEED
157,43700,7524,35343,36176,8357,36135,50575,11245,False,5*sqrt(55141697),5*sqrt(55141697)/43700,55141697,True,43700:7524:8357,73,99/575,35343/43700,13493/43700,2,0,False,357/76,8357/7524,304/297,36176/8357,43700/35343,True,True,True,False,True,THREE_DISTANCE_SEED
158,37635,1596,35360,36039,2275,35396,50489,2779,False,1*sqrt(1303985146),1*sqrt(1303985146)/37635,1303985146,True,37635:1596:2275,31,532/12545,544/579,509/1158,0,-1,True,8840/399,325/228,36039/35360,36039/2275,579/544,True,True,True,False,True,THREE_DISTANCE_SEED
159,180708,71060,35511,109648,145197,79439,115255,161653,False,37*sqrt(24181777),37*sqrt(24181777)/180708,24181777,True,180708:35511:71060,,1615/4107,11837/60236,-18281/60236,-1,0,True,1869/3740,8541/4180,176/57,109648/145197,60236/11837,True,True,True,False,True,THREE_DISTANCE_SEED
160,306456,41128,35535,265328,270921,54353,267697,274025,False,3955*sqrt(9193),3955*sqrt(9193)/306456,9193,True,306456:35535:41128,,5141/38307,11845/102152,-39231/102152,-1,3,True,35535/41128,2793/424,112/15,37904/38703,102152/11845,True,True,True,False,True,THREE_DISTANCE_SEED
161,139672,95880,36225,43792,103447,102495,56833,141047,False,1*sqrt(12619021073),1*sqrt(12619021073)/139672,12619021073,True,139672:36225:43792,,705/1027,36225/139672,-33611/139672,1,0,False,2415/6392,2201/2040,272/225,43792/103447,139672/36225,True,True,True,False,True,THREE_DISTANCE_SEED
162,219816,211640,36855,8176,182961,214825,37751,279761,False,1*sqrt(33541574497),1*sqrt(33541574497)/219816,33541574497,True,219816:8176:36855,,26455/27477,4095/24424,-8117/24424,-2,0,True,567/3256,182961/211640,1168/5265,8176/182961,24424/4095,True,True,True,False,True,THREE_DISTANCE_SEED
163,45976,30888,37191,15088,8785,48345,40135,32113,False,1*sqrt(304823969),1*sqrt(304823969)/45976,304823969,True,45976:8785:15088,148,3861/5747,5313/6568,2029/6568,3,0,False,1127/936,8785/30888,656/1617,15088/8785,6568/5313,True,True,True,False,True,THREE_DISTANCE_SEED
164,40365,2740,37488,37625,2877,37588,53113,3973,False,7*sqrt(29059546),7*sqrt(29059546)/40365,29059546,True,40365:2740:2877,38,548/8073,12496/13455,11537/26910,-3,-2,True,9372/685,21/20,37625/37488,5375/411,13455/12496,True,True,True,False,True,THREE_DISTANCE_SEED
165,240255,95200,37632,145055,202623,102368,149857,223873,False,13*sqrt(367438066),13*sqrt(367438066)/240255,367438066,True,240255:37632:95200,,19040/48051,12544/80085,-54997/160170,-2,-1,True,168/425,11919/5600,145055/37632,145055/202623,80085/12544,True,True,True,False,True,THREE_DISTANCE_SEED
166,275751,264792,38720,10959,237031,267608,40241,355385,False,1*sqrt(56303794642),1*sqrt(56303794642)/275751,56303794642,True,275751:10959:38720,,88264/91917,38720/275751,-198311/551502,-2,-3,True,440/3009,13943/15576,10959/38720,10959/237031,275751/38720,True,True,True,False,True,THREE_DISTANCE_SEED
167,301752,19680,39721,282072,262031,44329,284855,262769,False,203*sqrt(3596905),203*sqrt(3596905)/301752,3596905,True,301752:19680:39721,119,820/12573,3611/27432,-10105/27432,-2,-3,True,39721/19680,6391/480,12264/1727,40296/37433,27432/3611,True,True,True,False,True,THREE_DISTANCE_SEED
168,60255,42504,40480,17751,19775,58696,44201,46879,False,1*sqrt(706148626),1*sqrt(706148626)/60255,706148626,True,60255:17751:19775,,14168/20085,8096/12051,4141/24102,-1,-2,True,20/21,2825/6072,17751/40480,17751/19775,12051/8096,True,True,True,False,True,THREE_DISTANCE_SEED
169,306456,35535,41128,270921,265328,54353,274025,267697,False,3955*sqrt(9193),3955*sqrt(9193)/306456,9193,True,306456:35535:41128,160,11845/102152,5141/38307,-28025/76614,0,-1,True,41128/35535,112/15,2793/424,38703/37904,38307/5141,True,True,True,False,True,THREE_DISTANCE_SEED
170,124620,56232,41195,68388,83425,69707,79837,100607,False,1*sqrt(11636649169),1*sqrt(11636649169)/124620,11636649169,True,124620:41195:56232,,4686/10385,8239/24924,-4223/24924,1,-1,True,3745/5112,1175/792,68388/41195,68388/83425,24924/8239,True,True,True,False,True,THREE_DISTANCE_SEED
171,44944,4365,42228,40579,2716,42453,58565,5141,False,371*sqrt(12017),371*sqrt(12017)/44944,12017,True,44944:2716:4365,50,4365/44944,10557/11236,4939/11236,2,0,False,4692/485,28/45,2387/2484,5797/388,11236/10557,True,True,True,False,True,THREE_DISTANCE_SEED
172,60255,40480,42504,19775,17751,58696,46879,44201,False,1*sqrt(706148626),1*sqrt(706148626)/60255,706148626,True,60255:17751:19775,168,8096/12051,14168/20085,8251/40170,-2,-1,True,21/20,17751/40480,2825/6072,19775/17751,20085/14168,True,True,True,False,True,THREE_DISTANCE_SEED
173,410700,131824,42693,278876,368007,138565,282125,390905,False,185*sqrt(6229393),185*sqrt(6229393)/410700,6229393,True,410700:42693:131824,,32956/102675,14231/136900,-54219/136900,-1,1,True,57/176,368007/131824,278876/42693,278876/368007,136900/14231,True,True,True,False,True,THREE_DISTANCE_SEED
174,506555,118404,43680,388151,462875,126204,390601,477779,False,1*sqrt(364914464426),1*sqrt(364914464426)/506555,364914464426,True,506555:43680:118404,,118404/506555,1248/14473,-11977/28946,2,0,False,280/759,20125/5148,388151/43680,388151/462875,14473/1248,True,True,True,False,True,THREE_DISTANCE_SEED
175,257992,126984,44055,131008,213937,134409,138217,248785,False,1*sqrt(62932136033),1*sqrt(62932136033)/257992,62932136033,True,257992:44055:126984,,15873/32249,44055/257992,-84941/257992,1,0,False,1335/3848,213937/126984,1472/495,131008/213937,257992/44055,True,True,True,False,True,THREE_DISTANCE_SEED
176,87419,24948,44880,62471,42539,51348,76921,49315,False,1*sqrt(5712192362),1*sqrt(5712192362)/87419,5712192362,True,87419:24948:42539,137,24948/87419,44880/87419,2341/174838,4,0,False,340/189,6077/3564,62471/44880,62471/42539,87419/44880,True,True,True,False,True,THREE_DISTANCE_SEED
177,153804,61789,45552,92015,108252,76765,102673,124645,False,1*sqrt(20185255729),1*sqrt(20185255729)/153804,20185255729,True,153804:45552:61789,,8827/21972,3796/12817,-5225/25634,-1,0,True,3504/4753,1116/637,92015/45552,92015/108252,12817/3796,True,True,True,False,True,THREE_DISTANCE_SEED
178,399748,231756,46215,167992,353533,236319,174233,422725,False,851*sqrt(211553),851*sqrt(211553)/399748,211553,True,399748:46215:167992,,57939/99937,46215/399748,-153659/399748,1,0,False,15405/77252,353533/231756,167992/46215,7304/15371,399748/46215,True,True,True,False,True,THREE_DISTANCE_SEED
179,105468,29315,46920,76153,58548,55325,89447,65477,False,7*sqrt(188309137),7*sqrt(188309137)/105468,188309137,True,105468:29315:46920,145,2665/9588,230/517,-57/1034,-1,1,True,9384/5863,1428/715,3311/2040,10879/8364,517/230,True,True,True,False,True,THREE_DISTANCE_SEED
180,239575,69768,47424,169807,192151,84360,176305,204425,False,185*sqrt(1921298),185*sqrt(1921298)/239575,1921298,True,239575:47424:69768,,69768/239575,47424/239575,-144727/479150,3,0,False,104/153,11303/4104,169807/47424,169807/192151,239575/47424,True,True,True,False,True,THREE_DISTANCE_SEED
181,106200,100947,47596,5253,58604,111605,47885,116725,False,5*sqrt(138480913),5*sqrt(138480913)/106200,138480913,True,106200:5253:47596,,33649/35400,11899/26550,-688/13275,-1,-2,True,47596/100947,364/627,5253/47596,5253/58604,26550/11899,True,True,True,False,True,THREE_DISTANCE_SEED
182,57555,14868,47600,42687,9955,49868,63937,17893,False,1*sqrt(1921281994),1*sqrt(1921281994)/57555,1921281994,True,57555:9955:14868,107,1652/6395,9520/11511,7529/23022,0,-2,True,1700/531,9955/14868,2511/2800,42687/9955,11511/9520,True,True,True,False,True,THREE_DISTANCE_SEED
183,48741,3920,47940,44821,801,48100,65629,4001,False,1*sqrt(2009563642),1*sqrt(2009563642)/48741,2009563642,True,48741:801:3920,49,560/6963,15980/16247,15713/32494,-1,0,True,2397/196,801/3920,44821/47940,44821/801,16247/15980,True,True,True,False,True,THREE_DISTANCE_SEED
184,118636,114840,49275,3796,69361,124965,49421,134161,False,1*sqrt(4825357937),1*sqrt(4825357937)/118636,4825357937,True,118636:3796:49275,,28710/29659,49275/118636,-10043/118636,2,0,False,1095/2552,69361/114840,52/675,3796/69361,118636/49275,True,True,True,False,True,THREE_DISTANCE_SEED
185,49500,6844,49383,42656,117,49855,65255,6845,False,5*sqrt(72781921),5*sqrt(72781921)/49500,72781921,True,49500:117:6844,66,1711/12375,5487/5500,2737/5500,-2,0,True,837/116,117/6844,1376/1593,42656/117,5500/5487,True,True,True,False,True,THREE_DISTANCE_SEED
186,193251,123216,49588,70035,143663,132820,85813,189265,False,1*sqrt(25543958794),1*sqrt(25543958794)/193251,25543958794,True,193251:49588:70035,,41072/64417,49588/193251,-94075/386502,0,-1,True,12397/30804,143663/123216,435/308,70035/143663,193251/49588,True,True,True,False,True,THREE_DISTANCE_SEED
187,171665,30888,50400,140777,121265,59112,149527,125137,False,1*sqrt(34523363954),1*sqrt(34523363954)/171665,34523363954,True,171665:30888:50400,149,2376/13205,10080/34333,-14173/68666,3,0,False,700/429,121265/30888,20111/7200,140777/121265,34333/10080,True,True,True,False,True,THREE_DISTANCE_SEED
188,142820,134232,50715,8588,92105,143493,51437,162793,False,1*sqrt(8557084769),1*sqrt(8557084769)/142820,8557084769,True,142820:8588:50715,,33558/35705,10143/28564,-4139/28564,1,0,False,2415/6392,92105/134232,8588/50715,8588/92105,28564/10143,True,True,True,False,True,THREE_DISTANCE_SEED
189,174824,66975,51120,107849,123704,84255,119351,140671,False,287*sqrt(326993),287*sqrt(326993)/174824,326993,True,174824:51120:66975,,66975/174824,6390/21853,-9073/43706,1,0,False,3408/4465,2632/1425,1519/720,15407/17672,21853/6390,True,True,True,False,True,THREE_DISTANCE_SEED
