category,A,D,B,C,defect_B,defect_C,score,B_in_S,C_in_S,one_sided,both_small,x,y,N,p,q,r,s,v3_x,v3_yc,mcc_live,love_relation_ok,four_distance_ok,point_in_unit,height,distance_to_D0,distance_to_A0,notes
top_score,60/221,221/60,-60/221,-221/60,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,221,2611/1740,2835/1768,degenerate_infinity
top_score,221/60,60/221,-221/60,-60/221,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,221,94451/19227,217/120,degenerate_infinity
top_score,-221/60,-60/221,221/60,60/221,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,221,104891/19227,667/120,degenerate_infinity
top_score,-60/221,-221/60,60/221,221/60,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,221,5143/580,3795/1768,degenerate_infinity
top_score,207/224,224/207,-207/224,-224/207,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,224,24623/6003,213/224,degenerate_infinity
top_score,224/207,207/224,-224/207,-207/224,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,224,83015/19488,1313/1656,degenerate_infinity
top_score,-224/207,-207/224,224/207,207/224,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,224,119033/19488,4897/1656,degenerate_infinity
top_score,-207/224,-224/207,207/224,224/207,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,224,37615/6003,627/224,degenerate_infinity
top_score,160/231,231/160,-160/231,-231/160,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,231,52063/13920,2185/1848,degenerate_infinity
top_score,231/160,160/231,-231/160,-160/231,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,231,10029/2233,69/160,degenerate_infinity
top_score,-231/160,-160/231,231/160,160/231,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,231,39367/6699,531/160,degenerate_infinity
top_score,-160/231,-231/160,160/231,231/160,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,231,92257/13920,4745/1848,degenerate_infinity
top_score,161/240,240/161,-161/240,-240/161,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,240,51731/14007,289/240,degenerate_infinity
top_score,240/161,161/240,-240/161,-161/240,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,240,31411/6960,495/1288,degenerate_infinity
top_score,-240/161,-161/240,240/161,161/240,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,240,13583/2320,4335/1288,degenerate_infinity
top_score,-161/240,-240/161,161/240,240/161,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,240,93491/14007,611/240,degenerate_infinity
top_score,96/247,247/96,-96/247,-247/96,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,247,2423/928,2937/1976,degenerate_infinity
top_score,247/96,96/247,-247/96,-96/247,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,247,103045/21489,67/96,degenerate_infinity
top_score,-247/96,-96/247,247/96,96/247,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,247,119749/21489,427/96,degenerate_infinity
top_score,-96/247,-247/96,96/247,247/96,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,247,21595/2784,4473/1976,degenerate_infinity
top_score,115/252,252/115,-115/252,-252/115,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,252,29941/10005,715/504,degenerate_infinity
top_score,252/115,115/252,-252/115,-115/252,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,252,34549/7308,291/920,degenerate_infinity
top_score,-252/115,-115/252,252/115,115/252,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,252,41219/7308,3741/920,degenerate_infinity
top_score,-115/252,-252/115,115/252,252/115,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,252,73789/10005,1175/504,degenerate_infinity
top_score,204/253,253/204,-204/253,-253/204,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,253,7777/1972,2163/2024,degenerate_infinity
top_score,253/204,204/253,-253/204,-204/253,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,253,96355/22011,259/408,degenerate_infinity
top_score,-253/204,-204/253,253/204,204/253,1,1,1,True,True,False,True,,,,,,,,,,False,True,False,False,253,131851/22011,1271/408,degenerate_infinity
